REG,STATE,LTYPE,GID,MLRA,FRR,WBD
E_Euro,AL,Irrigated,I00001,NFFSC,HEARTLND,NEW_ENG
N_Afr,AZ,Rainfed,I00002,CSFTSC,N_CRESC,MID_ATL
SSA,AR,,I00003,NWRR,N_GRTPLN,S_ATL_GLF
S_Amer,CA,,I00004,WRI,PRAIRIE_G,GRT_LAKES
AUS_NZ,CO,,I00005,RMRF,E_UPLAND,OH_REG
EU,CT,,I00006,WGPRI,S_SEABRD,TN_REG
S_Asia,DE,,I00007,NGPSW,FRUIT_RIM,UP_MS_REG
CC_Amer,FL,,I00008,CGPWWR,BASIN_RNG,LO_MS_REG
S_Afr,GA,,I00009,SPPRC,MS_PORT,SOURIS
SE_Asia,ID,,I00010,SPCF,,MO_REG
CAN,IL,,I00011,CFGL,,WHITE_RED
US,IN,,I00012,AGCLFC,,TXS_GULF
CHN_MNG,IA,,I00013,ECFF,,RIO_GRND
M_East,KS,,I00014,SAGSCCFL,,UP_CO_REG
JPN_KR,KY,,I00015,NLSFF,,LO_CO_REG
C_Asia,LA,,I00016,MDCFG,,GRT_BASIN
,ME,,I00017,LSFTCD,,PAC_NW
,MD,,I00018,NFF,,CA_REG
,,,I71642,,,
,,,I71643,,,
,,,I71644,,,
,,,I71645,,,
,,,I71646,,,
,,,I71647,,,
,,,I71648,,,
,,,I71649,,,
,,,I71650,,,
,,,I71651,,,
,,,I71652,,,
,,,I71653,,,
,,,I71654,,,
,,,I71655,,,
,,,I71656,,,
,,,I71657,,,
,,,I71658,,,
,,,I71659,,,
,,,I71660,,,
,,,I71661,,,
,,,I71662,,,
,,,I71663,,,
,,,I71664,,,
,,,I71665,,,
,,,I71666,,,
,,,I71667,,,
,,,I71668,,,
,,,I71669,,,
,,,I71670,,,
,,,I71671,,,
,,,I71672,,,
,,,I71673,,,
,,,I71674,,,
,,,I71675,,,
,,,I71676,,,
,,,I71677,,,
,,,I71678,,,
,,,I71679,,,
,,,I71680,,,
,,,I71681,,,
,,,I71682,,,
,,,I71683,,,
,,,I71684,,,
,,,I71685,,,
,,,I71686,,,
,,,I71687,,,
,,,I71688,,,
,,,I71689,,,
,,,I71690,,,
,,,I71691,,,
,,,I71692,,,
,,,I71693,,,
,,,I71694,,,
,,,I71695,,,
,,,I71696,,,
,,,I71697,,,
,,,I71698,,,
,,,I71699,,,
,,,I71700,,,
,,,I71701,,,
,,,I71702,,,
,,,I71703,,,
,,,I71704,,,
,,,I71705,,,
,,,I71706,,,
,,,I71707,,,
,,,I71708,,,
,,,I71709,,,
,,,I71710,,,
,,,I71711,,,
,,,I71712,,,
,,,I71713,,,
,,,I71714,,,
,,,I71715,,,
,,,I71716,,,
,,,I71717,,,
,,,I71718,,,
,,,I71719,,,
,,,I71720,,,
,,,I71721,,,
,,,I71722,,,
,,,I71723,,,
,,,I71724,,,
,,,I71725,,,
,,,I71726,,,
,,,I71727,,,
,,,I71728,,,
,,,I71729,,,
,,,I71730,,,
,,,I71731,,,
,,,I71732,,,
,,,I71733,,,
,,,I71734,,,
,,,I71735,,,
,,,I71736,,,
,,,I71737,,,
,,,I71738,,,
,,,I71739,,,
,,,I71740,,,
,,,I71741,,,
,,,I71742,,,
,,,I71743,,,
,,,I71744,,,
,,,I71745,,,
,,,I71746,,,
,,,I71747,,,
,,,I71748,,,
,,,I71749,,,
,,,I71750,,,
,,,I71751,,,
,,,I71752,,,
,,,I71753,,,
,,,I71754,,,
,,,I71755,,,
,,,I71756,,,
,,,I71757,,,
,,,I71758,,,
,,,I71759,,,
,,,I71760,,,
,,,I71761,,,
,,,I71762,,,
,,,I71763,,,
,,,I71764,,,
,,,I71765,,,
,,,I71766,,,
,,,I71767,,,
,,,I71768,,,
,,,I71769,,,
,,,I71770,,,
,,,I71771,,,
,,,I71772,,,
,,,I71773,,,
,,,I71774,,,
,,,I71775,,,
,,,I71776,,,
,,,I71777,,,
,,,I71778,,,
,,,I71779,,,
,,,I71780,,,
,,,I71781,,,
,,,I71782,,,
,,,I71783,,,
,,,I71784,,,
,,,I71785,,,
,,,I71786,,,
,,,I71787,,,
,,,I71788,,,
,,,I71789,,,
,,,I71790,,,
,,,I71791,,,
,,,I71792,,,
,,,I71793,,,
,,,I71794,,,
,,,I71795,,,
,,,I71796,,,
,,,I71797,,,
,,,I71798,,,
,,,I71799,,,
,,,I71800,,,
,,,I71801,,,
,,,I71802,,,
,,,I71803,,,
,,,I71804,,,
,,,I71805,,,
,,,I71806,,,
,,,I71807,,,
,,,I71808,,,
,,,I71809,,,
,,,I71810,,,
,,,I71811,,,
,,,I71812,,,
,,,I71813,,,
,,,I71814,,,
,,,I71815,,,
,,,I71816,,,
,,,I71817,,,
,,,I71818,,,
,,,I71819,,,
,,,I71820,,,
,,,I71821,,,
,,,I71822,,,
,,,I71823,,,
,,,I71824,,,
,,,I71825,,,
,,,I71826,,,
,,,I71827,,,
,,,I71828,,,
,,,I71829,,,
,,,I71830,,,
,,,I71831,,,
,,,I71832,,,
,,,I71833,,,
,,,I71834,,,
,,,I71835,,,
,,,I71836,,,
,,,I71837,,,
,,,I71838,,,
,,,I71839,,,
,,,I71840,,,
,,,I71841,,,
,,,I71842,,,
,,,I71843,,,
,,,I71844,,,
,,,I71845,,,
,,,I71846,,,
,,,I71847,,,
,,,I71848,,,
,,,I71849,,,
,,,I71850,,,
,,,I71851,,,
,,,I71852,,,
,,,I71853,,,
,,,I71854,,,
,,,I71855,,,
,,,I71856,,,
,,,I71857,,,
,,,I71858,,,
,,,I71859,,,
,,,I71860,,,
,,,I71861,,,
,,,I71862,,,
,,,I71863,,,
,,,I71864,,,
,,,I71865,,,
,,,I71866,,,
,,,I71867,,,
,,,I71868,,,
,,,I71869,,,
,,,I71870,,,
,,,I71871,,,
,,,I71872,,,
,,,I71873,,,
,,,I71874,,,
,,,I71875,,,
,,,I71876,,,
,,,I71877,,,
,,,I71878,,,
,,,I71879,,,
,,,I71880,,,
,,,I71881,,,
,,,I71882,,,
,,,I71883,,,
,,,I71884,,,
,,,I71885,,,
,,,I71886,,,
,,,I71887,,,
,,,I71888,,,
,,,I71889,,,
,,,I71890,,,
,,,I71891,,,
,,,I71892,,,
,,,I71893,,,
,,,I71894,,,
,,,I71895,,,
,,,I71896,,,
,,,I71897,,,
,,,I71898,,,
,,,I71899,,,
,,,I71900,,,
,,,I71901,,,
,,,I71902,,,
,,,I71903,,,
,,,I71904,,,
,,,I71905,,,
,,,I71906,,,
,,,I71907,,,
,,,I71908,,,
,,,I71909,,,
,,,I71910,,,
,,,I71911,,,
,,,I71912,,,
,,,I71913,,,
,,,I71914,,,
,,,I71915,,,
,,,I71916,,,
,,,I71917,,,
,,,I71918,,,
,,,I71919,,,
,,,I71920,,,
,,,I71921,,,
,,,I71922,,,
,,,I71923,,,
,,,I71924,,,
,,,I71925,,,
,,,I71926,,,
,,,I71927,,,
,,,I71928,,,
,,,I71929,,,
,,,I71930,,,
,,,I71931,,,
,,,I71932,,,
,,,I71933,,,
,,,I71934,,,
,,,I71935,,,
,,,I71936,,,
,,,I71937,,,
,,,I71938,,,
,,,I71939,,,
,,,I71940,,,
,,,I71941,,,
,,,I71942,,,
,,,I71943,,,
,,,I71944,,,
,,,I71945,,,
,,,I71946,,,
,,,I71947,,,
,,,I71948,,,
,,,I71949,,,
,,,I71950,,,
,,,I71951,,,
,,,I71952,,,
,,,I71953,,,
,,,I71954,,,
,,,I71955,,,
,,,I71956,,,
,,,I71957,,,
,,,I71958,,,
,,,I71959,,,
,,,I71960,,,
,,,I71961,,,
,,,I71962,,,
,,,I71963,,,
,,,I71964,,,
,,,I71965,,,
,,,I71966,,,
,,,I71967,,,
,,,I71968,,,
,,,I71969,,,
,,,I71970,,,
,,,I71971,,,
,,,I71972,,,
,,,I71973,,,
,,,I71974,,,
,,,I71975,,,
,,,I71976,,,
,,,I71977,,,
,,,I71978,,,
,,,I71979,,,
,,,I71980,,,
,,,I71981,,,
,,,I71982,,,
,,,I71983,,,
,,,I71984,,,
,,,I71985,,,
,,,I71986,,,
,,,I71987,,,
,,,I71988,,,
,,,I71989,,,
,,,I71990,,,
,,,I71991,,,
,,,I71992,,,
,,,I71993,,,
,,,I71994,,,
,,,I71995,,,
,,,I71996,,,
,,,I71997,,,
,,,I71998,,,
,,,I71999,,,
,,,I72000,,,
,,,I72001,,,
,,,I72002,,,
,,,I72003,,,
,,,I72004,,,
,,,I72005,,,
,,,I72006,,,
,,,I72007,,,
,,,I72008,,,
,,,I72009,,,
,,,I72010,,,
,,,I72011,,,
,,,I72012,,,
,,,I72013,,,
,,,I72014,,,
,,,I72015,,,
,,,I72016,,,
,,,I72017,,,
,,,I72018,,,
,,,I72019,,,
,,,I72020,,,
,,,I72021,,,
,,,I72022,,,
,,,I72023,,,
,,,I72024,,,
,,,I72025,,,
,,,I72026,,,
,,,I72027,,,
,,,I72028,,,
,,,I72029,,,
,,,I72030,,,
,,,I72031,,,
,,,I72032,,,
,,,I72033,,,
,,,I72034,,,
,,,I72035,,,
,,,I72036,,,
,,,I72037,,,
,,,I72038,,,
,,,I72039,,,
,,,I72040,,,
,,,I72041,,,
,,,I72042,,,
,,,I72043,,,
,,,I72044,,,
,,,I72045,,,
,,,I72046,,,
,,,I72047,,,
,,,I72048,,,
,,,I72049,,,
,,,I72050,,,
,,,I72051,,,
,,,I72052,,,
,,,I72053,,,
,,,I72054,,,
,,,I72055,,,
,,,I72056,,,
,,,I72057,,,
,,,I72058,,,
,,,I72059,,,
,,,I72060,,,
,,,I72061,,,
,,,I72062,,,
,,,I72063,,,
,,,I72064,,,
,,,I72065,,,
,,,I72066,,,
,,,I72067,,,
,,,I72068,,,
,,,I72069,,,
,,,I72070,,,
,,,I72071,,,
,,,I72072,,,
,,,I72073,,,
,,,I72074,,,
,,,I72075,,,
,,,I72076,,,
,,,I72077,,,
,,,I72078,,,
,,,I72079,,,
,,,I72080,,,
,,,I72081,,,
,,,I72082,,,
,,,I72083,,,
,,,I72084,,,
,,,I72085,,,
,,,I72086,,,
,,,I72087,,,
,,,I72088,,,
,,,I72089,,,
,,,I72090,,,
,,,I72091,,,
,,,I72092,,,
,,,I72093,,,
,,,I72094,,,
,,,I72095,,,
,,,I72096,,,
,,,I72097,,,
,,,I72098,,,
,,,I72099,,,
,,,I72100,,,
,,,I72101,,,
,,,I72102,,,
,,,I72103,,,
,,,I72104,,,
,,,I72105,,,
,,,I72106,,,
,,,I72107,,,
,,,I72108,,,
,,,I72109,,,
,,,I72110,,,
,,,I72111,,,
,,,I72112,,,
,,,I72113,,,
,,,I72114,,,
,,,I72115,,,
,,,I72116,,,
,,,I72117,,,
,,,I72118,,,
,,,I72119,,,
,,,I72120,,,
,,,I72121,,,
,,,I72122,,,
,,,I72123,,,
,,,I72124,,,
,,,I72125,,,
,,,I72126,,,
,,,I72127,,,
,,,I72128,,,
,,,I72129,,,
,,,I72130,,,
,,,I72131,,,
,,,I72132,,,
,,,I72133,,,
,,,I72134,,,
,,,I72135,,,
,,,I72136,,,
,,,I72137,,,
,,,I72138,,,
,,,I72139,,,
,,,I72140,,,
,,,I72141,,,
,,,I72142,,,
,,,I72143,,,
,,,I72144,,,
,,,I72145,,,
,,,I72146,,,
,,,I72147,,,
,,,I72148,,,
,,,I72149,,,
,,,I72150,,,
,,,I72151,,,
,,,I72152,,,
,,,I72153,,,
,,,I72154,,,
,,,I72155,,,
,,,I72156,,,
,,,I72157,,,
,,,I72158,,,
,,,I72159,,,
,,,I72160,,,
,,,I72161,,,
,,,I72162,,,
,,,I72163,,,
,,,I72164,,,
,,,I72165,,,
,,,I72166,,,
,,,I72167,,,
,,,I72168,,,
,,,I72169,,,
,,,I72170,,,
,,,I72171,,,
,,,I72172,,,
,,,I72173,,,
,,,I72174,,,
,,,I72175,,,
,,,I72176,,,
,,,I72177,,,
,,,I72178,,,
,,,I72179,,,
,,,I72180,,,
,,,I72181,,,
,,,I72182,,,
,,,I72183,,,
,,,I72184,,,
,,,I72185,,,
,,,I72186,,,
,,,I72187,,,
,,,I72188,,,
,,,I72189,,,
,,,I72190,,,
,,,I72191,,,
,,,I72192,,,
,,,I72193,,,
,,,I72194,,,
,,,I72195,,,
,,,I72196,,,
,,,I72197,,,
,,,I72198,,,
,,,I72199,,,
,,,I72200,,,
,,,I72201,,,
,,,I72202,,,
,,,I72203,,,
,,,I72204,,,
,,,I72205,,,
,,,I72206,,,
,,,I72207,,,
,,,I72208,,,
,,,I72209,,,
,,,I72210,,,
,,,I72211,,,
,,,I72212,,,
,,,I72213,,,
,,,I72214,,,
,,,I72215,,,
,,,I72216,,,
,,,I72217,,,
,,,I72218,,,
,,,I72219,,,
,,,I72220,,,
,,,I72221,,,
,,,I72222,,,
,,,I72223,,,
,,,I72224,,,
,,,I72225,,,
,,,I72226,,,
,,,I72227,,,
,,,I72228,,,
,,,I72229,,,
,,,I72230,,,
,,,I72231,,,
,,,I72232,,,
,,,I72233,,,
,,,I72234,,,
,,,I72235,,,
,,,I72236,,,
,,,I72237,,,
,,,I72238,,,
,,,I72239,,,
,,,I72240,,,
,,,I72241,,,
,,,I72242,,,
,,,I72243,,,
,,,I72244,,,
,,,I72245,,,
,,,I72246,,,
,,,I72247,,,
,,,I72248,,,
,,,I72249,,,
,,,I72250,,,
,,,I72251,,,
,,,I72252,,,
,,,I72253,,,
,,,I72254,,,
,,,I72255,,,
,,,I72256,,,
,,,I72257,,,
,,,I72258,,,
,,,I72259,,,
,,,I72260,,,
,,,I72261,,,
,,,I72262,,,
,,,I72263,,,
,,,I72264,,,
,,,I72265,,,
,,,I72266,,,
,,,I72267,,,
,,,I72268,,,
,,,I72269,,,
,,,I72270,,,
,,,I72271,,,
,,,I72272,,,
,,,I72273,,,
,,,I72274,,,
,,,I72275,,,
,,,I72276,,,
,,,I72277,,,
,,,I72278,,,
,,,I72279,,,
,,,I72280,,,
,,,I72281,,,
,,,I72282,,,
,,,I72283,,,
,,,I72284,,,
,,,I72285,,,
,,,I72286,,,
,,,I72287,,,
,,,I72288,,,
,,,I72289,,,
,,,I72290,,,
,,,I72291,,,
,,,I72292,,,
,,,I72293,,,
,,,I72294,,,
,,,I72295,,,
,,,I72296,,,
,,,I72297,,,
,,,I72298,,,
,,,I72299,,,
,,,I72300,,,
,,,I72301,,,
,,,I72302,,,
,,,I72303,,,
,,,I72304,,,
,,,I72305,,,
,,,I72306,,,
,,,I72307,,,
,,,I72308,,,
,,,I72309,,,
,,,I72310,,,
,,,I72311,,,
,,,I72312,,,
,,,I72313,,,
,,,I72314,,,
,,,I72315,,,
,,,I72316,,,
,,,I72317,,,
,,,I72318,,,
,,,I72319,,,
,,,I72320,,,
,,,I72321,,,
,,,I72322,,,
,,,I72323,,,
,,,I72324,,,
,,,I72325,,,
,,,I72326,,,
,,,I72327,,,
,,,I72328,,,
,,,I72329,,,
,,,I72330,,,
,,,I72331,,,
,,,I72332,,,
,,,I72333,,,
,,,I72334,,,
,,,I72335,,,
,,,I72336,,,
,,,I72337,,,
,,,I72338,,,
,,,I72339,,,
,,,I72340,,,
,,,I72341,,,
,,,I72342,,,
,,,I72343,,,
,,,I72344,,,
,,,I72345,,,
,,,I72346,,,
,,,I72347,,,
,,,I72348,,,
,,,I72349,,,
,,,I72350,,,
,,,I72351,,,
,,,I72352,,,
,,,I72353,,,
,,,I72354,,,
,,,I72355,,,
,,,I72356,,,
,,,I72357,,,
,,,I72358,,,
,,,I72359,,,
,,,I72360,,,
,,,I72361,,,
,,,I72362,,,
,,,I72363,,,
,,,I72364,,,
,,,I72365,,,
,,,I72366,,,
,,,I72367,,,
,,,I72368,,,
,,,I72369,,,
,,,I72370,,,
,,,I72371,,,
,,,I72372,,,
,,,I72373,,,
,,,I72374,,,
,,,I72375,,,
,,,I72376,,,
,,,I72377,,,
,,,I72378,,,
,,,I72379,,,
,,,I72380,,,
,,,I72381,,,
,,,I72382,,,
,,,I72383,,,
,,,I72384,,,
,,,I72385,,,
,,,I72386,,,
,,,I72387,,,
,,,I72388,,,
,,,I72389,,,
,,,I72390,,,
,,,I72391,,,
,,,I72392,,,
,,,I72393,,,
,,,I72394,,,
,,,I72395,,,
,,,I72396,,,
,,,I72397,,,
,,,I72398,,,
,,,I72399,,,
,,,I72400,,,
,,,I72401,,,
,,,I72402,,,
,,,I72403,,,
,,,I72404,,,
,,,I72405,,,
,,,I72406,,,
,,,I72407,,,
,,,I72408,,,
,,,I72409,,,
,,,I72410,,,
,,,I72411,,,
,,,I72412,,,
,,,I72413,,,
,,,I72414,,,
,,,I72415,,,
,,,I72416,,,
,,,I72417,,,
,,,I72418,,,
,,,I72419,,,
,,,I72420,,,
,,,I72421,,,
,,,I72422,,,
,,,I72423,,,
,,,I72424,,,
,,,I72425,,,
,,,I72426,,,
,,,I72427,,,
,,,I72428,,,
,,,I72429,,,
,,,I72430,,,
,,,I72431,,,
,,,I72432,,,
,,,I72433,,,
,,,I72434,,,
,,,I72435,,,
,,,I72436,,,
,,,I72437,,,
,,,I72438,,,
,,,I72439,,,
,,,I72440,,,
,,,I72441,,,
,,,I72442,,,
,,,I72443,,,
,,,I72444,,,
,,,I72445,,,
,,,I72446,,,
,,,I72447,,,
,,,I72448,,,
,,,I72449,,,
,,,I72450,,,
,,,I72451,,,
,,,I72452,,,
,,,I72453,,,
,,,I72454,,,
,,,I72455,,,
,,,I72456,,,
,,,I72457,,,
,,,I72458,,,
,,,I72459,,,
,,,I72460,,,
,,,I72461,,,
,,,I72462,,,
,,,I72463,,,
,,,I72464,,,
,,,I72465,,,
,,,I72466,,,
,,,I72467,,,
,,,I72468,,,
,,,I72469,,,
,,,I72470,,,
,,,I72471,,,
,,,I72472,,,
,,,I72473,,,
,,,I72474,,,
,,,I72475,,,
,,,I72476,,,
,,,I72477,,,
,,,I72478,,,
,,,I72479,,,
,,,I72480,,,
,,,I72481,,,
,,,I72482,,,
,,,I72483,,,
,,,I72484,,,
,,,I72485,,,
,,,I72486,,,
,,,I72487,,,
,,,I72488,,,
,,,I72489,,,
,,,I72490,,,
,,,I72491,,,
,,,I72492,,,
,,,I72493,,,
,,,I72494,,,
,,,I72495,,,
,,,I72496,,,
,,,I72497,,,
,,,I72498,,,
,,,I72499,,,
,,,I72500,,,
,,,I72501,,,
,,,I72502,,,
,,,I72503,,,
,,,I72504,,,
,,,I72505,,,
,,,I72506,,,
,,,I72507,,,
,,,I72508,,,
,,,I72509,,,
,,,I72510,,,
,,,I72511,,,
,,,I72512,,,
,,,I72513,,,
,,,I72514,,,
,,,I72515,,,
,,,I72516,,,
,,,I72517,,,
,,,I72518,,,
,,,I72519,,,
,,,I72520,,,
,,,I72521,,,
,,,I72522,,,
,,,I72523,,,
,,,I72524,,,
,,,I72525,,,
,,,I72526,,,
,,,I72527,,,
,,,I72528,,,
,,,I72529,,,
,,,I72530,,,
,,,I72531,,,
,,,I72532,,,
,,,I72533,,,
,,,I72534,,,
,,,I72535,,,
,,,I72536,,,
,,,I72537,,,
,,,I72538,,,
,,,I72539,,,
,,,I72540,,,
,,,I72541,,,
,,,I72542,,,
,,,I72543,,,
,,,I72544,,,
,,,I72545,,,
,,,I72546,,,
,,,I72547,,,
,,,I72548,,,
,,,I72549,,,
,,,I72550,,,
,,,I72551,,,
,,,I72552,,,
,,,I72553,,,
,,,I72554,,,
,,,I72555,,,
,,,I72556,,,
,,,I72557,,,
,,,I72558,,,
,,,I72559,,,
,,,I72560,,,
,,,I72561,,,
,,,I72562,,,
,,,I72563,,,
,,,I72564,,,
,,,I72565,,,
,,,I72566,,,
,,,I72567,,,
,,,I72568,,,
,,,I72569,,,
,,,I72570,,,
,,,I72571,,,
,,,I72572,,,
,,,I72573,,,
,,,I72574,,,
,,,I72575,,,
,,,I72576,,,
,,,I72577,,,
,,,I72578,,,
,,,I72579,,,
,,,I72580,,,
,,,I72581,,,
,,,I72582,,,
,,,I72583,,,
,,,I72584,,,
,,,I72585,,,
,,,I72586,,,
,,,I72587,,,
,,,I72588,,,
,,,I72589,,,
,,,I72590,,,
,,,I72591,,,
,,,I72592,,,
,,,I72593,,,
,,,I72594,,,
,,,I72595,,,
,,,I72596,,,
,,,I72597,,,
,,,I72598,,,
,,,I72599,,,
,,,I72600,,,
,,,I72601,,,
,,,I72602,,,
,,,I72603,,,
,,,I72604,,,
,,,I72605,,,
,,,I72606,,,
,,,I72607,,,
,,,I72608,,,
,,,I72609,,,
,,,I72610,,,
,,,I72611,,,
,,,I72612,,,
,,,I72613,,,
,,,I72614,,,
,,,I72615,,,
,,,I72616,,,
,,,I72617,,,
,,,I72618,,,
,,,I72619,,,
,,,I72620,,,
,,,I72621,,,
,,,I72622,,,
,,,I72623,,,
,,,I72624,,,
,,,I72625,,,
,,,I72626,,,
,,,I72627,,,
,,,I72628,,,
,,,I72629,,,
,,,I72630,,,
,,,I72631,,,
,,,I72632,,,
,,,I72633,,,
,,,I72634,,,
,,,I72635,,,
,,,I72636,,,
,,,I72637,,,
,,,I72638,,,
,,,I72639,,,
,,,I72640,,,
,,,I72641,,,
,,,I72642,,,
,,,I72643,,,
,,,I72644,,,
,,,I72645,,,
,,,I72646,,,
,,,I72647,,,
,,,I72648,,,
,,,I72649,,,
,,,I72650,,,
,,,I72651,,,
,,,I72652,,,
,,,I72653,,,
,,,I72654,,,
,,,I72655,,,
,,,I72656,,,
,,,I72657,,,
,,,I72658,,,
,,,I72659,,,
,,,I72660,,,
,,,I72661,,,
,,,I72662,,,
,,,I72663,,,
,,,I72664,,,
,,,I72665,,,
,,,I72666,,,
,,,I72667,,,
,,,I72668,,,
,,,I72669,,,
,,,I72670,,,
,,,I72671,,,
,,,I72672,,,
,,,I72673,,,
,,,I72674,,,
,,,I72675,,,
,,,I72676,,,
,,,I72677,,,
,,,I72678,,,
,,,I72679,,,
,,,I72680,,,
,,,I72681,,,
,,,I72682,,,
,,,I72683,,,
,,,I72684,,,
,,,I72685,,,
,,,I72686,,,
,,,I72687,,,
,,,I72688,,,
,,,I72689,,,
,,,I72690,,,
,,,I72691,,,
,,,I72692,,,
,,,I72693,,,
,,,I72694,,,
,,,I72695,,,
,,,I72696,,,
,,,I72697,,,
,,,I72698,,,
,,,I72699,,,
,,,I72700,,,
,,,I72701,,,
,,,I72702,,,
,,,I72703,,,
,,,I72704,,,
,,,I72705,,,
,,,I72706,,,
,,,I72707,,,
,,,I72708,,,
,,,I72709,,,
,,,I72710,,,
,,,I72711,,,
,,,I72712,,,
,,,I72713,,,
,,,I72714,,,
,,,I72715,,,
,,,I72716,,,
,,,I72717,,,
,,,I72718,,,
,,,I72719,,,
,,,I72720,,,
,,,I72721,,,
,,,I72722,,,
,,,I72723,,,
,,,I72724,,,
,,,I72725,,,
,,,I72726,,,
,,,I72727,,,
,,,I72728,,,
,,,I72729,,,
,,,I72730,,,
,,,I72731,,,
,,,I72732,,,
,,,I72733,,,
,,,I72734,,,
,,,I72735,,,
,,,I72736,,,
,,,I72737,,,
,,,I72738,,,
,,,I72739,,,
,,,I72740,,,
,,,I72741,,,
,,,I72742,,,
,,,I72743,,,
,,,I72744,,,
,,,I72745,,,
,,,I72746,,,
,,,I72747,,,
,,,I72748,,,
,,,I72749,,,
,,,I72750,,,
,,,I72751,,,
,,,I72752,,,
,,,I72753,,,
,,,I72754,,,
,,,I72755,,,
,,,I72756,,,
,,,I72757,,,
,,,I72758,,,
,,,I72759,,,
,,,I72760,,,
,,,I72761,,,
,,,I72762,,,
,,,I72763,,,
,,,I72764,,,
,,,I72765,,,
,,,I72766,,,
,,,I72767,,,
,,,I72768,,,
,,,I72769,,,
,,,I72770,,,
,,,I72771,,,
,,,I72772,,,
,,,I72773,,,
,,,I72774,,,
,,,I72775,,,
,,,I72776,,,
,,,I72777,,,
,,,I72778,,,
,,,I72779,,,
,,,I72780,,,
,,,I72781,,,
,,,I72782,,,
,,,I72783,,,
,,,I72784,,,
,,,I72785,,,
,,,I72786,,,
,,,I72787,,,
,,,I72788,,,
,,,I72789,,,
,,,I72790,,,
,,,I72791,,,
,,,I72792,,,
,,,I72793,,,
,,,I72794,,,
,,,I72795,,,
,,,I72796,,,
,,,I72797,,,
,,,I72798,,,
,,,I72799,,,
,,,I72800,,,
,,,I72801,,,
,,,I72802,,,
,,,I72803,,,
,,,I72804,,,
,,,I72805,,,
,,,I72806,,,
,,,I72807,,,
,,,I72808,,,
,,,I72809,,,
,,,I72810,,,
,,,I72811,,,
,,,I72812,,,
,,,I72813,,,
,,,I72814,,,
,,,I72815,,,
,,,I72816,,,
,,,I72817,,,
,,,I72818,,,
,,,I72819,,,
,,,I72820,,,
,,,I72821,,,
,,,I72822,,,
,,,I72823,,,
,,,I72824,,,
,,,I72825,,,
,,,I72826,,,
,,,I72827,,,
,,,I72828,,,
,,,I72829,,,
,,,I72830,,,
,,,I72831,,,
,,,I72832,,,
,,,I72833,,,
,,,I72834,,,
,,,I72835,,,
,,,I72836,,,
,,,I72837,,,
,,,I72838,,,
,,,I72839,,,
,,,I72840,,,
,,,I72841,,,
,,,I72842,,,
,,,I72843,,,
,,,I72844,,,
,,,I72845,,,
,,,I72846,,,
,,,I72847,,,
,,,I72848,,,
,,,I72849,,,
,,,I72850,,,
,,,I72851,,,
,,,I72852,,,
,,,I72853,,,
,,,I72854,,,
,,,I72855,,,
,,,I72856,,,
,,,I72857,,,
,,,I72858,,,
,,,I72859,,,
,,,I72860,,,
,,,I72861,,,
,,,I72862,,,
,,,I72863,,,
,,,I72864,,,
,,,I72865,,,
,,,I72866,,,
,,,I72867,,,
,,,I72868,,,
,,,I72869,,,
,,,I72870,,,
,,,I72871,,,
,,,I72872,,,
,,,I72873,,,
,,,I72874,,,
,,,I72875,,,
,,,I72876,,,
,,,I72877,,,
,,,I72878,,,
,,,I72879,,,
,,,I72880,,,
,,,I72881,,,
,,,I72882,,,
,,,I72883,,,
,,,I72884,,,
,,,I72885,,,
,,,I72886,,,
,,,I72887,,,
,,,I72888,,,
,,,I72889,,,
,,,I72890,,,
,,,I72891,,,
,,,I72892,,,
,,,I72893,,,
,,,I72894,,,
,,,I72895,,,
,,,I72896,,,
,,,I72897,,,
,,,I72898,,,
,,,I72899,,,
,,,I72900,,,
,,,I72901,,,
,,,I72902,,,
,,,I72903,,,
,,,I72904,,,
,,,I72905,,,
,,,I72906,,,
,,,I72907,,,
,,,I72908,,,
,,,I72909,,,
,,,I72910,,,
,,,I72911,,,
,,,I72912,,,
,,,I72913,,,
,,,I72914,,,
,,,I72915,,,
,,,I72916,,,
,,,I72917,,,
,,,I72918,,,
,,,I72919,,,
,,,I72920,,,
,,,I72921,,,
,,,I72922,,,
,,,I72923,,,
,,,I72924,,,
,,,I72925,,,
,,,I72926,,,
,,,I72927,,,
,,,I72928,,,
,,,I72929,,,
,,,I72930,,,
,,,I72931,,,
,,,I72932,,,
,,,I72933,,,
,,,I72934,,,
,,,I72935,,,
,,,I72936,,,
,,,I72937,,,
,,,I72938,,,
,,,I72939,,,
,,,I72940,,,
,,,I72941,,,
,,,I72942,,,
,,,I72943,,,
,,,I72944,,,
,,,I72945,,,
,,,I72946,,,
,,,I72947,,,
,,,I72948,,,
,,,I72949,,,
,,,I72950,,,
,,,I72951,,,
,,,I72952,,,
,,,I72953,,,
,,,I72954,,,
,,,I72955,,,
,,,I72956,,,
,,,I72957,,,
,,,I72958,,,
,,,I72959,,,
,,,I72960,,,
,,,I72961,,,
,,,I72962,,,
,,,I72963,,,
,,,I72964,,,
,,,I72965,,,
,,,I72966,,,
,,,I72967,,,
,,,I72968,,,
,,,I72969,,,
,,,I72970,,,
,,,I72971,,,
,,,I72972,,,
,,,I72973,,,
,,,I72974,,,
,,,I72975,,,
,,,I72976,,,
,,,I72977,,,
,,,I72978,,,
,,,I72979,,,
,,,I72980,,,
