REG,STATE,LTYPE,GID,MLRA,FRR,WBD
E_Euro,AL,Irrigated,I00001,NFFSC,HEARTLND,NEW_ENG
N_Afr,AZ,Rainfed,I00002,CSFTSC,N_CRESC,MID_ATL
SSA,AR,,I00003,NWRR,N_GRTPLN,S_ATL_GLF
S_Amer,CA,,I00004,WRI,PRAIRIE_G,GRT_LAKES
AUS_NZ,CO,,I00005,RMRF,E_UPLAND,OH_REG
EU,CT,,I00006,WGPRI,S_SEABRD,TN_REG
S_Asia,DE,,I00007,NGPSW,FRUIT_RIM,UP_MS_REG
CC_Amer,FL,,I00008,CGPWWR,BASIN_RNG,LO_MS_REG
S_Afr,GA,,I00009,SPPRC,MS_PORT,SOURIS
SE_Asia,ID,,I00010,SPCF,,MO_REG
CAN,IL,,I00011,CFGL,,WHITE_RED
US,IN,,I00012,AGCLFC,,TXS_GULF
CHN_MNG,IA,,I00013,ECFF,,RIO_GRND
M_East,KS,,I00014,SAGSCCFL,,UP_CO_REG
JPN_KR,KY,,I00015,NLSFF,,LO_CO_REG
C_Asia,LA,,I00016,MDCFG,,GRT_BASIN
,ME,,I00017,LSFTCD,,PAC_NW
,MD,,I00018,NFF,,CA_REG
,,,I05823,,,
,,,I05824,,,
,,,I05825,,,
,,,I05826,,,
,,,I05827,,,
,,,I05828,,,
,,,I05829,,,
,,,I05830,,,
,,,I05831,,,
,,,I05832,,,
,,,I05833,,,
,,,I05834,,,
,,,I05835,,,
,,,I05836,,,
,,,I05837,,,
,,,I05838,,,
,,,I05839,,,
,,,I05840,,,
,,,I05841,,,
,,,I05842,,,
,,,I05843,,,
,,,I05844,,,
,,,I05845,,,
,,,I05846,,,
,,,I05847,,,
,,,I05848,,,
,,,I05849,,,
,,,I05850,,,
,,,I05851,,,
,,,I05852,,,
,,,I05853,,,
,,,I05854,,,
,,,I05855,,,
,,,I05856,,,
,,,I05857,,,
,,,I05858,,,
,,,I05859,,,
,,,I05860,,,
,,,I05861,,,
,,,I05862,,,
,,,I05863,,,
,,,I05864,,,
,,,I05865,,,
,,,I05866,,,
,,,I05867,,,
,,,I05868,,,
,,,I05869,,,
,,,I05870,,,
,,,I05871,,,
,,,I05872,,,
,,,I05873,,,
,,,I05874,,,
,,,I05875,,,
,,,I05876,,,
,,,I05877,,,
,,,I05878,,,
,,,I05879,,,
,,,I05880,,,
,,,I05881,,,
,,,I05882,,,
,,,I05883,,,
,,,I05884,,,
,,,I05885,,,
,,,I05886,,,
,,,I05887,,,
,,,I05888,,,
,,,I05889,,,
,,,I05890,,,
,,,I05891,,,
,,,I05892,,,
,,,I05893,,,
,,,I05894,,,
,,,I05895,,,
,,,I05896,,,
,,,I05897,,,
,,,I05898,,,
,,,I05899,,,
,,,I05900,,,
,,,I05901,,,
,,,I05902,,,
,,,I05903,,,
,,,I05904,,,
,,,I05905,,,
,,,I05906,,,
,,,I05907,,,
,,,I05908,,,
,,,I05909,,,
,,,I05910,,,
,,,I05911,,,
,,,I05912,,,
,,,I05913,,,
,,,I05914,,,
,,,I05915,,,
,,,I05916,,,
,,,I05917,,,
,,,I05918,,,
,,,I05919,,,
,,,I05920,,,
,,,I05921,,,
,,,I05922,,,
,,,I05923,,,
,,,I05924,,,
,,,I05925,,,
,,,I05926,,,
,,,I05927,,,
,,,I05928,,,
,,,I05929,,,
,,,I05930,,,
,,,I05931,,,
,,,I05932,,,
,,,I05933,,,
,,,I05934,,,
,,,I05935,,,
,,,I05936,,,
,,,I05937,,,
,,,I05938,,,
,,,I05939,,,
,,,I05940,,,
,,,I05941,,,
,,,I05942,,,
,,,I05943,,,
,,,I05944,,,
,,,I05945,,,
,,,I05946,,,
,,,I05947,,,
,,,I05948,,,
,,,I05949,,,
,,,I05950,,,
,,,I05951,,,
,,,I05952,,,
,,,I05953,,,
,,,I05954,,,
,,,I05955,,,
,,,I05956,,,
,,,I05957,,,
,,,I05958,,,
,,,I05959,,,
,,,I05960,,,
,,,I05961,,,
,,,I05962,,,
,,,I05963,,,
,,,I05964,,,
,,,I05965,,,
,,,I05966,,,
,,,I05967,,,
,,,I05968,,,
,,,I05969,,,
,,,I05970,,,
,,,I05971,,,
,,,I05972,,,
,,,I05973,,,
,,,I05974,,,
,,,I05975,,,
,,,I05976,,,
,,,I05977,,,
,,,I05978,,,
,,,I05979,,,
,,,I05980,,,
,,,I05981,,,
,,,I05982,,,
,,,I05983,,,
,,,I05984,,,
,,,I05985,,,
,,,I05986,,,
,,,I05987,,,
,,,I05988,,,
,,,I05989,,,
,,,I05990,,,
,,,I05991,,,
,,,I05992,,,
,,,I05993,,,
,,,I05994,,,
,,,I05995,,,
,,,I05996,,,
,,,I05997,,,
,,,I05998,,,
,,,I05999,,,
,,,I06000,,,
,,,I06001,,,
,,,I06002,,,
,,,I06003,,,
,,,I06004,,,
,,,I06005,,,
,,,I06006,,,
,,,I06007,,,
,,,I06008,,,
,,,I06009,,,
,,,I06010,,,
,,,I06011,,,
,,,I06012,,,
,,,I06013,,,
,,,I06014,,,
,,,I06015,,,
,,,I06016,,,
,,,I06017,,,
,,,I06018,,,
,,,I06019,,,
,,,I06020,,,
,,,I06021,,,
,,,I06022,,,
,,,I06023,,,
,,,I06024,,,
,,,I06025,,,
,,,I06026,,,
,,,I06027,,,
,,,I06028,,,
,,,I06029,,,
,,,I06030,,,
,,,I06031,,,
,,,I06032,,,
,,,I06033,,,
,,,I06034,,,
,,,I06035,,,
,,,I06036,,,
,,,I06037,,,
,,,I06038,,,
,,,I06039,,,
,,,I06040,,,
,,,I06041,,,
,,,I06042,,,
,,,I06043,,,
,,,I06044,,,
,,,I06045,,,
,,,I06046,,,
,,,I06047,,,
,,,I06048,,,
,,,I06049,,,
,,,I06050,,,
,,,I06051,,,
,,,I06052,,,
,,,I06053,,,
,,,I06054,,,
,,,I06055,,,
,,,I06056,,,
,,,I06057,,,
,,,I06058,,,
,,,I06059,,,
,,,I06060,,,
,,,I06061,,,
,,,I06062,,,
,,,I06063,,,
,,,I06064,,,
,,,I06065,,,
,,,I06066,,,
,,,I06067,,,
,,,I06068,,,
,,,I06069,,,
,,,I06070,,,
,,,I06071,,,
,,,I06072,,,
,,,I06073,,,
,,,I06074,,,
,,,I06075,,,
,,,I06076,,,
,,,I06077,,,
,,,I06078,,,
,,,I06079,,,
,,,I06080,,,
,,,I06081,,,
,,,I06082,,,
,,,I06083,,,
,,,I06084,,,
,,,I06085,,,
,,,I06086,,,
,,,I06087,,,
,,,I06088,,,
,,,I06089,,,
,,,I06090,,,
,,,I06091,,,
,,,I06092,,,
,,,I06093,,,
,,,I06094,,,
,,,I06095,,,
,,,I06096,,,
,,,I06097,,,
,,,I06098,,,
,,,I06099,,,
,,,I06100,,,
,,,I06101,,,
,,,I06102,,,
,,,I06103,,,
,,,I06104,,,
,,,I06105,,,
,,,I06106,,,
,,,I06107,,,
,,,I06108,,,
,,,I06109,,,
,,,I06110,,,
,,,I06111,,,
,,,I06112,,,
,,,I06113,,,
,,,I06114,,,
,,,I06115,,,
,,,I06116,,,
,,,I06117,,,
,,,I06118,,,
,,,I06119,,,
,,,I06120,,,
,,,I06121,,,
,,,I06122,,,
,,,I06123,,,
,,,I06124,,,
,,,I06125,,,
,,,I06126,,,
,,,I06127,,,
,,,I06128,,,
,,,I06129,,,
,,,I06130,,,
,,,I06131,,,
,,,I06132,,,
,,,I06133,,,
,,,I06134,,,
,,,I06135,,,
,,,I06136,,,
,,,I06137,,,
,,,I06138,,,
,,,I06139,,,
,,,I06140,,,
,,,I06141,,,
,,,I06142,,,
,,,I06143,,,
,,,I06144,,,
,,,I06145,,,
,,,I06146,,,
,,,I06147,,,
,,,I06148,,,
,,,I06149,,,
,,,I06150,,,
,,,I06151,,,
,,,I06152,,,
,,,I06153,,,
,,,I06154,,,
,,,I06155,,,
,,,I06156,,,
,,,I06157,,,
,,,I06158,,,
,,,I06159,,,
,,,I06160,,,
,,,I06161,,,
,,,I06162,,,
,,,I06163,,,
,,,I06164,,,
,,,I06165,,,
,,,I06166,,,
,,,I06167,,,
,,,I06168,,,
,,,I06169,,,
,,,I06170,,,
,,,I06171,,,
,,,I06172,,,
,,,I06173,,,
,,,I06174,,,
,,,I06175,,,
,,,I06176,,,
,,,I06177,,,
,,,I06178,,,
,,,I06179,,,
,,,I06180,,,
,,,I06181,,,
,,,I06182,,,
,,,I06183,,,
,,,I06184,,,
,,,I06185,,,
,,,I06186,,,
,,,I06187,,,
,,,I06188,,,
,,,I06189,,,
,,,I06190,,,
,,,I06191,,,
,,,I06192,,,
,,,I06193,,,
,,,I06194,,,
,,,I06195,,,
,,,I06196,,,
,,,I06197,,,
,,,I06198,,,
,,,I06199,,,
,,,I06200,,,
,,,I06201,,,
,,,I06202,,,
,,,I06203,,,
,,,I06204,,,
,,,I06205,,,
,,,I06206,,,
,,,I06207,,,
,,,I06208,,,
,,,I06209,,,
,,,I06210,,,
,,,I06211,,,
,,,I06212,,,
,,,I06213,,,
,,,I06214,,,
,,,I06215,,,
,,,I06216,,,
,,,I06217,,,
,,,I06218,,,
,,,I06219,,,
,,,I06220,,,
,,,I06221,,,
,,,I06222,,,
,,,I06223,,,
,,,I06224,,,
,,,I06225,,,
,,,I06226,,,
,,,I06227,,,
,,,I06228,,,
,,,I06229,,,
,,,I06230,,,
,,,I06231,,,
,,,I06232,,,
,,,I06233,,,
,,,I06234,,,
,,,I06235,,,
,,,I06236,,,
,,,I06237,,,
,,,I06238,,,
,,,I06239,,,
,,,I06240,,,
,,,I06241,,,
,,,I06242,,,
,,,I06243,,,
,,,I06244,,,
,,,I06245,,,
,,,I06246,,,
,,,I06247,,,
,,,I06248,,,
,,,I06249,,,
,,,I06250,,,
,,,I06251,,,
,,,I06252,,,
,,,I06253,,,
,,,I06254,,,
,,,I06255,,,
,,,I06256,,,
,,,I06257,,,
,,,I06258,,,
,,,I06259,,,
,,,I06260,,,
,,,I06261,,,
,,,I06262,,,
,,,I06263,,,
,,,I06264,,,
,,,I06265,,,
,,,I06266,,,
,,,I06267,,,
,,,I06268,,,
,,,I06269,,,
,,,I06270,,,
,,,I06271,,,
,,,I06272,,,
,,,I06273,,,
,,,I06274,,,
,,,I06275,,,
,,,I06276,,,
,,,I06277,,,
,,,I06278,,,
,,,I06279,,,
,,,I06280,,,
,,,I06281,,,
,,,I06282,,,
,,,I06283,,,
,,,I06284,,,
,,,I06285,,,
,,,I06286,,,
,,,I06287,,,
,,,I06288,,,
,,,I06289,,,
,,,I06290,,,
,,,I06291,,,
,,,I06292,,,
,,,I06293,,,
,,,I06294,,,
,,,I06295,,,
,,,I06296,,,
,,,I06297,,,
,,,I06298,,,
,,,I06299,,,
,,,I06300,,,
,,,I06301,,,
,,,I06302,,,
,,,I06303,,,
,,,I06304,,,
,,,I06305,,,
,,,I06306,,,
,,,I06307,,,
,,,I06308,,,
,,,I06309,,,
,,,I06310,,,
,,,I06311,,,
,,,I06312,,,
,,,I06313,,,
,,,I06314,,,
,,,I06315,,,
,,,I06316,,,
,,,I06317,,,
,,,I06318,,,
,,,I06319,,,
,,,I06320,,,
,,,I06321,,,
,,,I06322,,,
,,,I06323,,,
,,,I06324,,,
,,,I06325,,,
,,,I06326,,,
,,,I06327,,,
,,,I06328,,,
,,,I06329,,,
,,,I06330,,,
,,,I06331,,,
,,,I06332,,,
,,,I06333,,,
,,,I06334,,,
,,,I06335,,,
,,,I06336,,,
,,,I06337,,,
,,,I06338,,,
,,,I06339,,,
,,,I06340,,,
,,,I06341,,,
,,,I06342,,,
,,,I06343,,,
,,,I06344,,,
,,,I06345,,,
,,,I06346,,,
,,,I06347,,,
,,,I06348,,,
,,,I06349,,,
,,,I06350,,,
,,,I06351,,,
,,,I06352,,,
,,,I06353,,,
,,,I06354,,,
,,,I06355,,,
,,,I06356,,,
,,,I06357,,,
,,,I06358,,,
,,,I06359,,,
,,,I06360,,,
,,,I06361,,,
,,,I06362,,,
,,,I06363,,,
,,,I06364,,,
,,,I06365,,,
,,,I06366,,,
,,,I06367,,,
,,,I06368,,,
,,,I06369,,,
,,,I06370,,,
,,,I06371,,,
,,,I06372,,,
,,,I06373,,,
,,,I06374,,,
,,,I06375,,,
,,,I06376,,,
,,,I06377,,,
,,,I06378,,,
,,,I06379,,,
,,,I06380,,,
,,,I06381,,,
,,,I06382,,,
,,,I06383,,,
,,,I06384,,,
,,,I06385,,,
,,,I06386,,,
,,,I06387,,,
,,,I06388,,,
,,,I06389,,,
,,,I06390,,,
,,,I06391,,,
,,,I06392,,,
,,,I06393,,,
,,,I06394,,,
,,,I06395,,,
,,,I06396,,,
,,,I06397,,,
,,,I06398,,,
,,,I06399,,,
,,,I06400,,,
,,,I06401,,,
,,,I06402,,,
,,,I06403,,,
,,,I06404,,,
,,,I06405,,,
,,,I06406,,,
,,,I06407,,,
,,,I06408,,,
,,,I06409,,,
,,,I06410,,,
,,,I06411,,,
,,,I06412,,,
,,,I06413,,,
,,,I06414,,,
,,,I06415,,,
,,,I06416,,,
,,,I06417,,,
,,,I06418,,,
,,,I06419,,,
,,,I06420,,,
,,,I06421,,,
,,,I06422,,,
,,,I06423,,,
,,,I06424,,,
,,,I06425,,,
,,,I06426,,,
,,,I06427,,,
,,,I06428,,,
,,,I06429,,,
,,,I06430,,,
,,,I06431,,,
,,,I06432,,,
,,,I06433,,,
,,,I06434,,,
,,,I06435,,,
,,,I06436,,,
,,,I06437,,,
,,,I06438,,,
,,,I06439,,,
,,,I06440,,,
,,,I06441,,,
,,,I06442,,,
,,,I06443,,,
,,,I06444,,,
,,,I06445,,,
,,,I06446,,,
,,,I06447,,,
,,,I06448,,,
,,,I06449,,,
,,,I06450,,,
,,,I06451,,,
,,,I06452,,,
,,,I06453,,,
,,,I06454,,,
,,,I06455,,,
,,,I06456,,,
,,,I06457,,,
,,,I06458,,,
,,,I06459,,,
,,,I06460,,,
,,,I06461,,,
,,,I06462,,,
,,,I06463,,,
,,,I06464,,,
,,,I06465,,,
,,,I06466,,,
,,,I06467,,,
,,,I06468,,,
,,,I06469,,,
,,,I06470,,,
,,,I06471,,,
,,,I06472,,,
,,,I06473,,,
,,,I06474,,,
,,,I06475,,,
,,,I06476,,,
,,,I06477,,,
,,,I06478,,,
,,,I06479,,,
,,,I06480,,,
,,,I06481,,,
,,,I06482,,,
,,,I06483,,,
,,,I06484,,,
,,,I06485,,,
,,,I06486,,,
,,,I06487,,,
,,,I06488,,,
,,,I06489,,,
,,,I06490,,,
,,,I06491,,,
,,,I06492,,,
,,,I06493,,,
,,,I06494,,,
,,,I06495,,,
,,,I06496,,,
,,,I06497,,,
,,,I06498,,,
,,,I06499,,,
,,,I06500,,,
,,,I06501,,,
,,,I06502,,,
,,,I06503,,,
,,,I06504,,,
,,,I06505,,,
,,,I06506,,,
,,,I06507,,,
,,,I06508,,,
,,,I06509,,,
,,,I06510,,,
,,,I06511,,,
,,,I06512,,,
,,,I06513,,,
,,,I06514,,,
,,,I06515,,,
,,,I06516,,,
,,,I06517,,,
,,,I06518,,,
,,,I06519,,,
,,,I06520,,,
,,,I06521,,,
,,,I06522,,,
,,,I06523,,,
,,,I06524,,,
,,,I06525,,,
,,,I06526,,,
,,,I06527,,,
,,,I06528,,,
,,,I06529,,,
,,,I06530,,,
,,,I06531,,,
,,,I06532,,,
,,,I06533,,,
,,,I06534,,,
,,,I06535,,,
,,,I06536,,,
,,,I06537,,,
,,,I06538,,,
,,,I06539,,,
,,,I06540,,,
,,,I06541,,,
,,,I06542,,,
,,,I06543,,,
,,,I06544,,,
,,,I06545,,,
,,,I06546,,,
,,,I06547,,,
,,,I06548,,,
,,,I06549,,,
,,,I06550,,,
,,,I06551,,,
,,,I06552,,,
,,,I06553,,,
,,,I06554,,,
,,,I06555,,,
,,,I06556,,,
,,,I06557,,,
,,,I06558,,,
,,,I06559,,,
,,,I06560,,,
,,,I06561,,,
,,,I06562,,,
,,,I06563,,,
,,,I06564,,,
,,,I06565,,,
,,,I06566,,,
,,,I06567,,,
,,,I06568,,,
,,,I06569,,,
,,,I06570,,,
,,,I06571,,,
,,,I06572,,,
,,,I06573,,,
,,,I06574,,,
,,,I06575,,,
,,,I06576,,,
,,,I06577,,,
,,,I06578,,,
,,,I06579,,,
,,,I06580,,,
,,,I06581,,,
,,,I06582,,,
,,,I06583,,,
,,,I06584,,,
,,,I06585,,,
,,,I06586,,,
,,,I06587,,,
,,,I06588,,,
,,,I06589,,,
,,,I06590,,,
,,,I06591,,,
,,,I06592,,,
,,,I06593,,,
,,,I06594,,,
,,,I06595,,,
,,,I06596,,,
,,,I06597,,,
,,,I06598,,,
,,,I06599,,,
,,,I06600,,,
,,,I06601,,,
,,,I06602,,,
,,,I06603,,,
,,,I06604,,,
,,,I06605,,,
,,,I06606,,,
,,,I06607,,,
,,,I06608,,,
,,,I06609,,,
,,,I06610,,,
,,,I06611,,,
,,,I06612,,,
,,,I06613,,,
,,,I06614,,,
,,,I06615,,,
,,,I06616,,,
,,,I06617,,,
,,,I06618,,,
,,,I06619,,,
,,,I06620,,,
,,,I06621,,,
,,,I06622,,,
,,,I06623,,,
,,,I06624,,,
,,,I06625,,,
,,,I06626,,,
,,,I06627,,,
,,,I06628,,,
,,,I06629,,,
,,,I06630,,,
,,,I06631,,,
,,,I06632,,,
,,,I06633,,,
,,,I06634,,,
,,,I06635,,,
,,,I06636,,,
,,,I06637,,,
,,,I06638,,,
,,,I06639,,,
,,,I06640,,,
,,,I06641,,,
,,,I06642,,,
,,,I06643,,,
,,,I06644,,,
,,,I06645,,,
,,,I06646,,,
,,,I06647,,,
,,,I06648,,,
,,,I06649,,,
,,,I06650,,,
,,,I06651,,,
,,,I06652,,,
,,,I06653,,,
,,,I06654,,,
,,,I06655,,,
,,,I06656,,,
,,,I06657,,,
,,,I06658,,,
,,,I06659,,,
,,,I06660,,,
,,,I06661,,,
,,,I06662,,,
,,,I06663,,,
,,,I06664,,,
,,,I06665,,,
,,,I06666,,,
,,,I06667,,,
,,,I06668,,,
,,,I06669,,,
,,,I06670,,,
,,,I06671,,,
,,,I06672,,,
,,,I06673,,,
,,,I06674,,,
,,,I06675,,,
,,,I06676,,,
,,,I06677,,,
,,,I06678,,,
,,,I06679,,,
,,,I06680,,,
,,,I06681,,,
,,,I06682,,,
,,,I06683,,,
,,,I06684,,,
,,,I06685,,,
,,,I06686,,,
,,,I06687,,,
,,,I06688,,,
,,,I06689,,,
,,,I06690,,,
,,,I06691,,,
,,,I06692,,,
,,,I06693,,,
,,,I06694,,,
,,,I06695,,,
,,,I06696,,,
,,,I06697,,,
,,,I06698,,,
,,,I06699,,,
,,,I06700,,,
,,,I06701,,,
,,,I06702,,,
,,,I06703,,,
,,,I06704,,,
,,,I06705,,,
,,,I06706,,,
,,,I06707,,,
,,,I06708,,,
,,,I06709,,,
,,,I06710,,,
,,,I06711,,,
,,,I06712,,,
,,,I06713,,,
,,,I06714,,,
,,,I06715,,,
,,,I06716,,,
,,,I06717,,,
,,,I06718,,,
,,,I06719,,,
,,,I06720,,,
,,,I06721,,,
,,,I06722,,,
,,,I06723,,,
,,,I06724,,,
,,,I06725,,,
,,,I06726,,,
,,,I06727,,,
,,,I06728,,,
,,,I06729,,,
,,,I06730,,,
,,,I06731,,,
,,,I06732,,,
,,,I06733,,,
,,,I06734,,,
,,,I06735,,,
,,,I06736,,,
,,,I06737,,,
,,,I06738,,,
,,,I06739,,,
,,,I06740,,,
,,,I06741,,,
,,,I06742,,,
,,,I06743,,,
,,,I06744,,,
,,,I06745,,,
,,,I06746,,,
,,,I06747,,,
,,,I06748,,,
,,,I06749,,,
,,,I06750,,,
,,,I06751,,,
,,,I06752,,,
,,,I06753,,,
,,,I06754,,,
,,,I06755,,,
,,,I06756,,,
,,,I06757,,,
,,,I06758,,,
,,,I06759,,,
,,,I06760,,,
,,,I06761,,,
,,,I06762,,,
,,,I06763,,,
,,,I06764,,,
,,,I06765,,,
,,,I06766,,,
,,,I06767,,,
,,,I06768,,,
,,,I06769,,,
,,,I06770,,,
,,,I06771,,,
,,,I06772,,,
,,,I06773,,,
,,,I06774,,,
,,,I06775,,,
,,,I06776,,,
,,,I06777,,,
,,,I06778,,,
,,,I06779,,,
,,,I06780,,,
,,,I06781,,,
,,,I06782,,,
,,,I06783,,,
,,,I06784,,,
,,,I06785,,,
,,,I06786,,,
,,,I06787,,,
,,,I06788,,,
,,,I06789,,,
,,,I06790,,,
,,,I06791,,,
,,,I06792,,,
,,,I06793,,,
,,,I06794,,,
,,,I06795,,,
,,,I06796,,,
,,,I06797,,,
,,,I06798,,,
,,,I06799,,,
,,,I06800,,,
,,,I06801,,,
,,,I06802,,,
,,,I06803,,,
,,,I06804,,,
,,,I06805,,,
,,,I06806,,,
,,,I06807,,,
,,,I06808,,,
,,,I06809,,,
,,,I06810,,,
,,,I06811,,,
,,,I06812,,,
,,,I06813,,,
,,,I06814,,,
,,,I06815,,,
,,,I06816,,,
,,,I06817,,,
,,,I06818,,,
,,,I06819,,,
,,,I06820,,,
,,,I06821,,,
,,,I06822,,,
,,,I06823,,,
,,,I06824,,,
,,,I06825,,,
,,,I06826,,,
,,,I06827,,,
,,,I06828,,,
,,,I06829,,,
,,,I06830,,,
,,,I06831,,,
,,,I06832,,,
,,,I06833,,,
,,,I06834,,,
,,,I06835,,,
,,,I06836,,,
,,,I06837,,,
,,,I06838,,,
,,,I06839,,,
,,,I06840,,,
,,,I06841,,,
,,,I06842,,,
,,,I06843,,,
,,,I06844,,,
,,,I06845,,,
,,,I06846,,,
,,,I06847,,,
,,,I06848,,,
,,,I06849,,,
,,,I06850,,,
,,,I06851,,,
,,,I06852,,,
,,,I06853,,,
,,,I06854,,,
,,,I06855,,,
,,,I06856,,,
,,,I06857,,,
,,,I06858,,,
,,,I06859,,,
,,,I06860,,,
,,,I06861,,,
,,,I06862,,,
,,,I06863,,,
,,,I06864,,,
,,,I06865,,,
,,,I06866,,,
,,,I06867,,,
,,,I06868,,,
,,,I06869,,,
,,,I06870,,,
,,,I06871,,,
,,,I06872,,,
,,,I06873,,,
,,,I06874,,,
,,,I06875,,,
,,,I06876,,,
,,,I06877,,,
,,,I06878,,,
,,,I06879,,,
,,,I06880,,,
,,,I06881,,,
,,,I06882,,,
,,,I06883,,,
,,,I06884,,,
,,,I06885,,,
,,,I06886,,,
,,,I06887,,,
,,,I06888,,,
,,,I06889,,,
,,,I06890,,,
,,,I06891,,,
,,,I06892,,,
,,,I06893,,,
,,,I06894,,,
,,,I06895,,,
,,,I06896,,,
,,,I06897,,,
,,,I06898,,,
,,,I06899,,,
,,,I06900,,,
,,,I06901,,,
,,,I06902,,,
,,,I06903,,,
,,,I06904,,,
,,,I06905,,,
,,,I06906,,,
,,,I06907,,,
,,,I06908,,,
,,,I06909,,,
,,,I06910,,,
,,,I06911,,,
,,,I06912,,,
,,,I06913,,,
,,,I06914,,,
,,,I06915,,,
,,,I06916,,,
,,,I06917,,,
,,,I06918,,,
,,,I06919,,,
,,,I06920,,,
,,,I06921,,,
,,,I06922,,,
,,,I06923,,,
,,,I06924,,,
,,,I06925,,,
,,,I06926,,,
,,,I06927,,,
,,,I06928,,,
,,,I06929,,,
,,,I06930,,,
,,,I06931,,,
,,,I06932,,,
,,,I06933,,,
,,,I06934,,,
,,,I06935,,,
,,,I06936,,,
,,,I06937,,,
,,,I06938,,,
,,,I06939,,,
,,,I06940,,,
,,,I06941,,,
,,,I06942,,,
,,,I06943,,,
,,,I06944,,,
,,,I06945,,,
,,,I06946,,,
,,,I06947,,,
,,,I06948,,,
,,,I06949,,,
,,,I06950,,,
,,,I06951,,,
,,,I06952,,,
,,,I06953,,,
,,,I06954,,,
,,,I06955,,,
,,,I06956,,,
,,,I06957,,,
,,,I06958,,,
,,,I06959,,,
,,,I06960,,,
,,,I06961,,,
,,,I06962,,,
,,,I06963,,,
,,,I06964,,,
,,,I06965,,,
,,,I06966,,,
,,,I06967,,,
,,,I06968,,,
,,,I06969,,,
,,,I06970,,,
,,,I06971,,,
,,,I06972,,,
,,,I06973,,,
,,,I06974,,,
,,,I06975,,,
,,,I06976,,,
,,,I06977,,,
,,,I06978,,,
,,,I06979,,,
,,,I06980,,,
,,,I06981,,,
,,,I06982,,,
,,,I06983,,,
,,,I06984,,,
,,,I06985,,,
,,,I06986,,,
,,,I06987,,,
,,,I06988,,,
,,,I06989,,,
,,,I06990,,,
,,,I06991,,,
,,,I06992,,,
,,,I06993,,,
,,,I06994,,,
,,,I06995,,,
,,,I06996,,,
,,,I06997,,,
,,,I06998,,,
,,,I06999,,,
,,,I07000,,,
,,,I07001,,,
,,,I07002,,,
,,,I07003,,,
,,,I07004,,,
,,,I07005,,,
,,,I07006,,,
,,,I07007,,,
,,,I07008,,,
,,,I07009,,,
,,,I07010,,,
,,,I07011,,,
,,,I07012,,,
,,,I07013,,,
,,,I07014,,,
,,,I07015,,,
,,,I07016,,,
,,,I07017,,,
,,,I07018,,,
,,,I07019,,,
,,,I07020,,,
,,,I07021,,,
,,,I07022,,,
,,,I07023,,,
,,,I07024,,,
,,,I07025,,,
,,,I07026,,,
,,,I07027,,,
,,,I07028,,,
,,,I07029,,,
,,,I07030,,,
,,,I07031,,,
,,,I07032,,,
,,,I07033,,,
,,,I07034,,,
,,,I07035,,,
,,,I07036,,,
,,,I07037,,,
,,,I07038,,,
,,,I07039,,,
,,,I07040,,,
,,,I07041,,,
,,,I07042,,,
,,,I07043,,,
,,,I07044,,,
,,,I07045,,,
,,,I07046,,,
,,,I07047,,,
,,,I07048,,,
,,,I07049,,,
,,,I07050,,,
,,,I07051,,,
,,,I07052,,,
,,,I07053,,,
,,,I07054,,,
,,,I07055,,,
,,,I07056,,,
,,,I07057,,,
,,,I07058,,,
,,,I07059,,,
,,,I07060,,,
,,,I07061,,,
,,,I07062,,,
,,,I07063,,,
,,,I07064,,,
,,,I07065,,,
,,,I07066,,,
,,,I07067,,,
,,,I07068,,,
,,,I07069,,,
,,,I07070,,,
,,,I07071,,,
,,,I07072,,,
,,,I07073,,,
,,,I07074,,,
,,,I07075,,,
,,,I07076,,,
,,,I07077,,,
,,,I07078,,,
,,,I07079,,,
,,,I07080,,,
,,,I07081,,,
,,,I07082,,,
,,,I07083,,,
,,,I07084,,,
,,,I07085,,,
,,,I07086,,,
,,,I07087,,,
,,,I07088,,,
,,,I07089,,,
,,,I07090,,,
,,,I07091,,,
,,,I07092,,,
,,,I07093,,,
,,,I07094,,,
,,,I07095,,,
,,,I07096,,,
,,,I07097,,,
,,,I07098,,,
,,,I07099,,,
,,,I07100,,,
,,,I07101,,,
,,,I07102,,,
,,,I07103,,,
,,,I07104,,,
,,,I07105,,,
,,,I07106,,,
,,,I07107,,,
,,,I07108,,,
,,,I07109,,,
,,,I07110,,,
,,,I07111,,,
,,,I07112,,,
,,,I07113,,,
,,,I07114,,,
,,,I07115,,,
,,,I07116,,,
,,,I07117,,,
,,,I07118,,,
,,,I07119,,,
,,,I07120,,,
,,,I07121,,,
,,,I07122,,,
,,,I07123,,,
,,,I07124,,,
,,,I07125,,,
,,,I07126,,,
,,,I07127,,,
,,,I07128,,,
,,,I07129,,,
,,,I07130,,,
,,,I07131,,,
,,,I07132,,,
,,,I07133,,,
,,,I07134,,,
,,,I07135,,,
,,,I07136,,,
,,,I07137,,,
,,,I07138,,,
,,,I07139,,,
,,,I07140,,,
,,,I07141,,,
,,,I07142,,,
,,,I07143,,,
,,,I07144,,,
,,,I07145,,,
,,,I07146,,,
,,,I07147,,,
,,,I07148,,,
,,,I07149,,,
,,,I07150,,,
,,,I07151,,,
,,,I07152,,,
,,,I07153,,,
,,,I07154,,,
,,,I07155,,,
,,,I07156,,,
,,,I07157,,,
,,,I07158,,,
,,,I07159,,,
,,,I07160,,,
,,,I07161,,,
